,Unnamed: 0,lat,long,fc_loss,fc_gain,awb,interpolated_AMT,interpolated_AMP
277,277,-89.5,97.5,,,,-47.6,0.6000000000000001
278,278,-89.5,98.5,,,,-47.6,0.6000000000000001
279,279,-89.5,99.5,,,,-47.6,0.6000000000000001
280,280,-89.5,100.5,,,,-47.6,0.6000000000000001
281,281,-89.5,101.5,,,,-47.55,0.6000000000000001
282,282,-89.5,102.5,,,,-47.55,0.6000000000000001
283,283,-89.5,103.5,,,,-47.55,0.6000000000000001
284,284,-89.5,104.5,,,,-47.55,0.6000000000000001
285,285,-89.5,105.5,,,,-47.55,0.6000000000000001
286,286,-89.5,106.5,,,,-47.55,0.6000000000000001
287,287,-89.5,107.5,,,,-47.55,0.6000000000000001
288,288,-89.5,108.5,,,,-47.6,0.6000000000000001
289,289,-89.5,109.5,,,,-47.6,0.6000000000000001
290,290,-89.5,110.5,,,,-47.6,0.6000000000000001
291,291,-89.5,111.5,,,,-47.6,0.6000000000000001
292,292,-89.5,112.5,,,,-47.6,0.6000000000000001
293,293,-89.5,113.5,,,,-47.6,0.6000000000000001
294,294,-89.5,114.5,,,,-47.6,0.6000000000000001
295,295,-89.5,115.5,,,,-47.650000000000006,0.6000000000000001
296,296,-89.5,116.5,,,,-47.650000000000006,0.6000000000000001
297,297,-89.5,117.5,,,,-47.6,0.6000000000000001
298,298,-89.5,118.5,,,,-47.650000000000006,0.6000000000000001
299,299,-89.5,119.5,,,,-47.650000000000006,0.6000000000000001
300,300,-89.5,120.5,,,,-47.650000000000006,0.6000000000000001
301,301,-89.5,121.5,,,,-47.650000000000006,0.6000000000000001
302,302,-89.5,122.5,,,,-47.650000000000006,0.6000000000000001
303,303,-89.5,123.5,,,,-47.7,0.6000000000000001
304,304,-89.5,124.5,,,,-47.7,0.6000000000000001
305,305,-89.5,125.5,,,,-47.7,0.6000000000000001
306,306,-89.5,126.5,,,,-47.7,0.6000000000000001
307,307,-89.5,127.5,,,,-47.75,0.6000000000000001
308,308,-89.5,128.5,,,,-47.75,0.6000000000000001
309,309,-89.5,129.5,,,,-47.75,0.6000000000000001
310,310,-89.5,130.5,,,,-47.75,0.6000000000000001
311,311,-89.5,131.5,,,,-47.75,0.6000000000000001
312,312,-89.5,132.5,,,,-47.8,0.6000000000000001
313,313,-89.5,133.5,,,,-47.8,0.6000000000000001
314,314,-89.5,134.5,,,,-47.8,0.65
315,315,-89.5,135.5,,,,-47.8,0.65
316,316,-89.5,136.5,,,,-47.8,0.65
317,317,-89.5,137.5,,,,-47.85,0.65
318,318,-89.5,138.5,,,,-47.85,0.65
319,319,-89.5,139.5,,,,-47.85,0.65
320,320,-89.5,140.5,,,,-47.85,0.65
321,321,-89.5,141.5,,,,-47.85,0.65
322,322,-89.5,142.5,,,,-47.85,0.65
323,323,-89.5,143.5,,,,-47.85,0.65
324,324,-89.5,144.5,,,,-47.85,0.65
325,325,-89.5,145.5,,,,-47.85,0.65
326,326,-89.5,146.5,,,,-47.85,0.65
327,327,-89.5,147.5,,,,-47.85,0.65
328,328,-89.5,148.5,,,,-47.9,0.65
329,329,-89.5,149.5,,,,-47.9,0.65
330,330,-89.5,150.5,,,,-47.9,0.65
331,331,-89.5,151.5,,,,-47.9,0.65
332,332,-89.5,152.5,,,,-47.9,0.65
333,333,-89.5,153.5,,,,-47.95,0.65
334,334,-89.5,154.5,,,,-47.95,0.65
335,335,-89.5,155.5,,,,-47.9,0.65
336,336,-89.5,156.5,,,,-47.9,0.65
337,337,-89.5,157.5,,,,-47.9,0.65
338,338,-89.5,158.5,,,,-47.9,0.65
339,339,-89.5,159.5,,,,-47.9,0.65
340,340,-89.5,160.5,,,,-47.9,0.65
341,341,-89.5,161.5,,,,-47.9,0.65
342,342,-89.5,162.5,,,,-47.9,0.65
343,343,-89.5,163.5,,,,-47.9,0.65
344,344,-89.5,164.5,,,,-47.9,0.65
345,345,-89.5,165.5,,,,-47.95,0.65
346,346,-89.5,166.5,,,,-47.9,0.65
347,347,-89.5,167.5,,,,-47.95,0.65
348,348,-89.5,168.5,,,,-47.95,0.65
349,349,-89.5,169.5,,,,-47.9,0.65
350,350,-89.5,170.5,,,,-47.9,0.65
351,351,-89.5,171.5,,,,-47.9,0.7
352,352,-89.5,172.5,,,,-47.9,0.7
353,353,-89.5,173.5,,,,-47.9,0.7
354,354,-89.5,174.5,,,,-47.9,0.7
355,355,-89.5,175.5,,,,-47.9,0.7
356,356,-89.5,176.5,,,,-47.849999999999994,0.7
357,357,-89.5,177.5,,,,-47.849999999999994,0.7
358,358,-89.5,178.5,,,,-47.849999999999994,0.7
359,359,-89.5,179.5,,,,-47.8,0.7
360,360,-88.5,-179.5,,,,-47.3,0.55
361,361,-88.5,-178.5,,,,-47.25,0.55
362,362,-88.5,-177.5,,,,-47.25,0.55
363,363,-88.5,-176.5,,,,-47.25,0.6
364,364,-88.5,-175.5,,,,-47.2,0.55
365,365,-88.5,-174.5,,,,-47.2,0.55
366,366,-88.5,-173.5,,,,-47.15,0.6
367,367,-88.5,-172.5,,,,-47.099999999999994,0.55
368,368,-88.5,-171.5,,,,-47.099999999999994,0.55
369,369,-88.5,-170.5,,,,-47.0,0.55
370,370,-88.5,-169.5,,,,-47.0,0.55
371,371,-88.5,-168.5,,,,-46.95,0.55
372,372,-88.5,-167.5,,,,-46.900000000000006,0.55
373,373,-88.5,-166.5,,,,-46.900000000000006,0.55
374,374,-88.5,-165.5,,,,-46.900000000000006,0.55
375,375,-88.5,-164.5,,,,-46.8,0.55
376,376,-88.5,-163.5,,,,-46.75,0.55
377,377,-88.5,-162.5,,,,-46.75,0.55
378,378,-88.5,-161.5,,,,-46.7,0.55
379,379,-88.5,-160.5,,,,-46.599999999999994,0.55
380,380,-88.5,-159.5,,,,-46.599999999999994,0.55
381,381,-88.5,-158.5,,,,-46.599999999999994,0.55
382,382,-88.5,-157.5,,,,-46.5,0.55
383,383,-88.5,-156.5,,,,-46.45,0.55
384,384,-88.5,-155.5,,,,-46.4,0.55
385,385,-88.5,-154.5,,,,-46.3,0.55
386,386,-88.5,-153.5,,,,-46.3,0.55
387,387,-88.5,-152.5,,,,-46.2,0.55
388,388,-88.5,-151.5,,,,-46.150000000000006,0.55
389,389,-88.5,-150.5,,,,-46.1,0.55
390,390,-88.5,-149.5,,,,-46.0,0.55
391,391,-88.5,-148.5,,,,-46.0,0.55
392,392,-88.5,-147.5,,,,-45.9,0.55
393,393,-88.5,-146.5,,,,-45.85,0.55
394,394,-88.5,-145.5,,,,-45.8,0.6
395,395,-88.5,-144.5,,,,-45.7,0.6
396,396,-88.5,-143.5,,,,-45.599999999999994,0.55
397,397,-88.5,-142.5,,,,-45.55,0.55
398,398,-88.5,-141.5,,,,-45.5,0.55
399,399,-88.5,-140.5,,,,-45.5,0.55
400,400,-88.5,-139.5,,,,-45.45,0.55
401,401,-88.5,-138.5,,,,-45.400000000000006,0.55
402,402,-88.5,-137.5,,,,-45.400000000000006,0.55
403,403,-88.5,-136.5,,,,-45.3,0.55
404,404,-88.5,-135.5,,,,-45.3,0.55
405,405,-88.5,-134.5,,,,-45.3,0.55
406,406,-88.5,-133.5,,,,-45.3,0.55
407,407,-88.5,-132.5,,,,-45.25,0.55
408,408,-88.5,-131.5,,,,-45.25,0.55
409,409,-88.5,-130.5,,,,-45.25,0.55
410,410,-88.5,-129.5,,,,-45.25,0.55
411,411,-88.5,-128.5,,,,-45.25,0.5
412,412,-88.5,-127.5,,,,-45.15,0.5
413,413,-88.5,-126.5,,,,-45.15,0.5
414,414,-88.5,-125.5,,,,-45.15,0.5
415,415,-88.5,-124.5,,,,-45.15,0.5
416,416,-88.5,-123.5,,,,-45.099999999999994,0.5
417,417,-88.5,-122.5,,,,-45.099999999999994,0.5
418,418,-88.5,-121.5,,,,-45.099999999999994,0.5
419,419,-88.5,-120.5,,,,-45.099999999999994,0.5
420,420,-88.5,-119.5,,,,-45.0,0.5
421,421,-88.5,-118.5,,,,-45.0,0.5
422,422,-88.5,-117.5,,,,-45.0,0.5
423,423,-88.5,-116.5,,,,-44.900000000000006,0.5
424,424,-88.5,-115.5,,,,-44.900000000000006,0.5
425,425,-88.5,-114.5,,,,-44.85,0.5
426,426,-88.5,-113.5,,,,-44.85,0.5
427,427,-88.5,-112.5,,,,-44.75,0.5
428,428,-88.5,-111.5,,,,-44.75,0.5
429,429,-88.5,-110.5,,,,-44.7,0.5
430,430,-88.5,-109.5,,,,-44.7,0.5
431,431,-88.5,-108.5,,,,-44.65,0.5
432,432,-88.5,-107.5,,,,-44.599999999999994,0.5
433,433,-88.5,-106.5,,,,-44.599999999999994,0.5
434,434,-88.5,-105.5,,,,-44.599999999999994,0.5
435,435,-88.5,-104.5,,,,-44.55,0.5
436,436,-88.5,-103.5,,,,-44.55,0.5
437,437,-88.5,-102.5,,,,-44.5,0.5
438,438,-88.5,-101.5,,,,-44.5,0.5
439,439,-88.5,-100.5,,,,-44.5,0.5
440,440,-88.5,-99.5,,,,-44.45,0.5
441,441,-88.5,-98.5,,,,-44.4,0.5
442,442,-88.5,-97.5,,,,-44.4,0.5
443,443,-88.5,-96.5,,,,-44.4,0.5
444,444,-88.5,-95.5,,,,-44.4,0.45
445,445,-88.5,-94.5,,,,-44.4,0.45
446,446,-88.5,-93.5,,,,-44.4,0.45
447,447,-88.5,-92.5,,,,-44.35,0.45
448,448,-88.5,-91.5,,,,-44.35,0.5
449,449,-88.5,-90.5,,,,-44.6,0.6
450,450,-88.5,-89.5,,,,-44.85,0.7
451,451,-88.5,-88.5,,,,-44.85,0.7
452,452,-88.5,-87.5,,,,-44.85,0.7
453,453,-88.5,-86.5,,,,-44.85,0.7
454,454,-88.5,-85.5,,,,-44.85,0.7
455,455,-88.5,-84.5,,,,-44.85,0.7
456,456,-88.5,-83.5,,,,-44.85,0.7
457,457,-88.5,-82.5,,,,-44.85,0.7
458,458,-88.5,-81.5,,,,-44.85,0.7
459,459,-88.5,-80.5,,,,-44.85,0.7
460,460,-88.5,-79.5,,,,-44.85,0.7
461,461,-88.5,-78.5,,,,-44.85,0.7
462,462,-88.5,-77.5,,,,-44.900000000000006,0.7
463,463,-88.5,-76.5,,,,-44.900000000000006,0.7
464,464,-88.5,-75.5,,,,-44.95,0.7
465,465,-88.5,-74.5,,,,-45.0,0.7
466,466,-88.5,-73.5,,,,-45.0,0.7
467,467,-88.5,-72.5,,,,-45.0,0.6
468,468,-88.5,-71.5,,,,-45.0,0.6
469,469,-88.5,-70.5,,,,-45.05,0.6
470,470,-88.5,-69.5,,,,-45.05,0.6
471,471,-88.5,-68.5,,,,-45.1,0.6
472,472,-88.5,-67.5,,,,-45.1,0.6
473,473,-88.5,-66.5,,,,-45.1,0.6
474,474,-88.5,-65.5,,,,-45.15,0.6
475,475,-88.5,-64.5,,,,-45.2,0.6
476,476,-88.5,-63.5,,,,-45.2,0.6
477,477,-88.5,-62.5,,,,-45.25,0.55
478,478,-88.5,-61.5,,,,-45.25,0.55
479,479,-88.5,-60.5,,,,-45.25,0.55
480,480,-88.5,-59.5,,,,-45.3,0.55
481,481,-88.5,-58.5,,,,-45.3,0.55
482,482,-88.5,-57.5,,,,-45.349999999999994,0.6
483,483,-88.5,-56.5,,,,-45.349999999999994,0.6
484,484,-88.5,-55.5,,,,-45.4,0.6
485,485,-88.5,-54.5,,,,-45.349999999999994,0.6
486,486,-88.5,-53.5,,,,-45.4,0.6
487,487,-88.5,-52.5,,,,-45.4,0.55
488,488,-88.5,-51.5,,,,-45.45,0.55
489,489,-88.5,-50.5,,,,-45.45,0.55
490,490,-88.5,-49.5,,,,-45.5,0.55
491,491,-88.5,-48.5,,,,-45.55,0.55
492,492,-88.5,-47.5,,,,-45.55,0.55
493,493,-88.5,-46.5,,,,-45.55,0.55
494,494,-88.5,-45.5,,,,-45.55,0.55
495,495,-88.5,-44.5,,,,-45.55,0.55
496,496,-88.5,-43.5,,,,-45.6,0.55
497,497,-88.5,-42.5,,,,-45.6,0.55
498,498,-88.5,-41.5,,,,-45.6,0.55
499,499,-88.5,-40.5,,,,-45.6,0.55
500,500,-88.5,-39.5,,,,-45.6,0.55
501,501,-88.5,-38.5,,,,-45.650000000000006,0.6
502,502,-88.5,-37.5,,,,-45.650000000000006,0.6
503,503,-88.5,-36.5,,,,-45.650000000000006,0.6
504,504,-88.5,-35.5,,,,-45.7,0.6
505,505,-88.5,-34.5,,,,-45.7,0.6
506,506,-88.5,-33.5,,,,-45.7,0.6
507,507,-88.5,-32.5,,,,-45.7,0.6
508,508,-88.5,-31.5,,,,-45.75,0.6
509,509,-88.5,-30.5,,,,-45.75,0.6
510,510,-88.5,-29.5,,,,-45.75,0.6
511,511,-88.5,-28.5,,,,-45.8,0.6
512,512,-88.5,-27.5,,,,-45.85,0.6
513,513,-88.5,-26.5,,,,-45.85,0.6
